Education,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Children,Age,Partner,Family_Size,Age_Category,MntTotal,Cluster
Post Graduated,62220.0,0,1,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1,1,51,Partner,3,Adult,1226,3
Graduated,58512.0,0,1,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,1,59,Partner,3,Adult,1171,1
Post Graduated,40662.0,1,0,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0,1,44,Partner,3,Adult,92,2
Post Graduated,38829.0,0,1,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,1,64,Partner,3,Elderly,99,3
Graduated,35523.0,1,0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,1,42,Partner,3,Adult,66,0
Graduated,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,2,56,Not Partner,3,Adult,564,3
Post Graduated,78285.0,0,0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,0,35,Partner,2,Adult,1427,3
Post Graduated,31626.0,1,0,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,1,1,45,Not Partner,2,Adult,86,0
Graduated,75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,0,71,Not Partner,1,Elderly,833,1
Graduated,48726.0,0,1,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,1,68,Partner,3,Elderly,242,3
Graduated,74985.0,0,0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,0,46,Partner,2,Adult,1869,2
Graduated,67430.0,0,0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,0,36,Partner,2,Adult,1364,2
Graduated,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,1,58,Partner,3,Adult,183,0
Post Graduated,62058.0,0,1,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,1,67,Partner,3,Elderly,450,0
Graduated,72063.0,0,1,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,1,44,Partner,3,Adult,758,0
Post Graduated,78939.0,0,0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,0,72,Partner,2,Elderly,1507,0
Graduated,42720.0,1,1,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,1,2,58,Not Partner,3,Adult,654,0
Graduated,33622.0,1,1,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,2,51,Partner,4,Adult,81,3
Post Graduated,6835.0,0,1,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,1,66,Partner,3,Elderly,137,1
Graduated,41452.0,1,1,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,2,70,Partner,4,Elderly,16,0
Post Graduated,40760.0,0,1,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,1,58,Not Partner,2,Adult,93,0
Post Graduated,74250.0,0,0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0,0,65,Partner,2,Elderly,1158,2
Post Graduated,51124.0,1,1,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,2,68,Not Partner,3,Elderly,43,2
Graduated,72258.0,0,1,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,1,52,Not Partner,2,Adult,1525,0
Post Graduated,71466.0,0,0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,0,49,Not Partner,1,Adult,1230,0
Graduated,36283.0,1,1,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0,2,47,Partner,4,Adult,29,3
Graduated,20587.0,1,0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,1,53,Not Partner,2,Adult,25,1
Graduated,30467.0,1,0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,1,51,Partner,3,Adult,24,1
Graduated,31590.0,1,0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0,1,51,Partner,3,Adult,38,1
Not Graduated,20425.0,1,0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,1,37,Partner,3,Adult,57,2
Post Graduated,17144.0,1,1,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0,2,63,Partner,4,Elderly,47,0
Post Graduated,42564.0,0,1,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,1,1,55,Not Partner,2,Adult,813,1
Post Graduated,43783.0,1,0,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,1,45,Partner,3,Adult,629,3
Graduated,40780.0,0,1,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,1,47,Not Partner,2,Adult,377,3
Post Graduated,62847.0,0,0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0,0,78,Partner,2,Elderly,1612,2
Post Graduated,82017.0,0,0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,1,0,66,Partner,2,Elderly,729,2
Graduated,16813.0,0,0,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,0,0,73,Not Partner,1,Elderly,50,3
Graduated,51267.0,1,1,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0,2,45,Partner,4,Adult,270,0
Graduated,46524.0,0,1,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,0,1,62,Not Partner,2,Elderly,177,1
Post Graduated,45183.0,0,0,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,0,0,61,Not Partner,1,Elderly,315,1
Post Graduated,70421.0,0,1,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,0,1,69,Partner,3,Elderly,767,2
Graduated,60161.0,0,1,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,1,58,Not Partner,2,Adult,1071,0
Graduated,73926.0,0,0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,0,50,Partner,2,Adult,1580,0
Graduated,19329.0,1,0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0,1,55,Partner,3,Adult,60,2
Post Graduated,61872.0,0,1,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,1,53,Partner,3,Adult,573,1
Graduated,46984.0,1,1,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,0,2,67,Not Partner,3,Elderly,41,2
Graduated,34838.0,1,1,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,2,72,Partner,4,Elderly,170,1
Post Graduated,82716.0,0,0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0,0,79,Not Partner,1,Elderly,1167,0
Graduated,48192.0,0,0,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,1,0,65,Partner,2,Elderly,1526,1
Post Graduated,49681.0,0,2,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,2,47,Partner,4,Adult,458,1
Post Graduated,56850.0,0,1,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,1,52,Partner,3,Adult,63,0
Graduated,55267.0,0,1,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,1,66,Partner,3,Elderly,405,2
Graduated,59666.0,1,1,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,0,2,51,Partner,4,Adult,1027,0
Graduated,72504.0,0,1,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,0,1,51,Not Partner,2,Adult,1478,1
Graduated,26872.0,0,0,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,0,0,42,Partner,2,Adult,72,0
Graduated,21359.0,1,0,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,1,1,51,Not Partner,2,Adult,48,2
Graduated,73170.0,0,0,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,0,0,48,Not Partner,1,Adult,726,2
Post Graduated,52750.0,0,1,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,0,1,68,Partner,3,Elderly,860,1
Post Graduated,91820.0,0,0,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,0,0,37,Partner,2,Adult,1497,3
Post Graduated,65968.0,0,1,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0,1,53,Partner,3,Adult,495,1
Graduated,30772.0,1,1,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,0,2,47,Partner,4,Adult,20,0
Graduated,22507.0,0,0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,0,0,69,Not Partner,1,Elderly,570,0
Graduated,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,1,51,Partner,3,Adult,769,0
Graduated,25804.0,1,0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,0,1,45,Partner,3,Adult,55,3
Post Graduated,76412.0,0,0,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,0,1,0,43,Not Partner,1,Adult,1808,0
Graduated,22063.0,1,0,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,0,1,51,Partner,3,Adult,55,0
Graduated,57091.0,0,0,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,1,0,62,Not Partner,1,Elderly,577,1
Graduated,22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,0,60,Partner,2,Adult,162,0
Graduated,87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,1,64,Partner,3,Elderly,1957,2
Graduated,78353.0,0,1,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,1,64,Not Partner,2,Elderly,1576,0
Graduated,93404.0,1,2,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,0,3,69,Partner,5,Elderly,1616,1
Graduated,37859.0,1,2,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,0,3,61,Not Partner,4,Elderly,36,3
Post Graduated,80995.0,0,1,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0,1,65,Not Partner,2,Elderly,1482,0
Graduated,16529.0,1,0,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0,1,39,Partner,3,Adult,22,0
Post Graduated,55412.0,1,1,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,0,2,47,Not Partner,3,Adult,63,0
Graduated,48789.0,0,0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,0,0,31,Not Partner,1,Adult,680,2
Post Graduated,56575.0,0,2,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,0,2,56,Partner,4,Adult,542,2
Graduated,25130.0,1,0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,0,1,43,Partner,3,Adult,50,2
Graduated,35441.0,1,1,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,0,2,56,Partner,4,Adult,39,1
Graduated,71391.0,0,1,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0,1,67,Partner,3,Elderly,1043,0
Post Graduated,49494.0,1,0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,0,1,51,Not Partner,2,Adult,385,0
Graduated,81702.0,0,0,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,0,0,43,Not Partner,1,Adult,1633,0
Graduated,45889.0,0,1,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,0,1,43,Not Partner,2,Adult,46,1
Graduated,56628.0,0,1,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,0,1,46,Not Partner,2,Adult,761,2
Graduated,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,2,73,Partner,4,Elderly,76,3
Graduated,40049.0,0,1,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,0,1,49,Partner,3,Adult,290,1
Graduated,34176.0,1,0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,1,35,Not Partner,2,Adult,89,2
Graduated,19419.0,1,0,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,0,1,42,Partner,3,Adult,70,0
Graduated,82504.0,0,0,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,0,0,63,Partner,2,Elderly,1066,0
Graduated,81205.0,0,0,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,0,1,0,53,Partner,2,Adult,2009,0
Graduated,61618.0,0,0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,0,32,Not Partner,1,Adult,1345,2
Post Graduated,55284.0,0,1,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0,1,67,Not Partner,2,Elderly,764,0
Graduated,49980.0,0,1,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0,1,60,Not Partner,2,Adult,195,3
Graduated,15072.0,2,0,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,0,2,43,Partner,4,Adult,53,0
Graduated,49166.0,0,1,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,0,1,49,Not Partner,2,Adult,368,0
Post Graduated,65324.0,0,1,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,1,69,Partner,3,Elderly,544,0
Graduated,82347.0,0,0,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,0,0,66,Partner,2,Elderly,1853,3
Post Graduated,30843.0,1,1,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,0,2,57,Partner,4,Adult,35,0
Post Graduated,46374.0,0,1,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,0,1,1,49,Partner,3,Adult,446,0
Graduated,60474.0,0,1,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,1,44,Not Partner,2,Adult,1180,1
Post Graduated,38576.0,0,1,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,0,1,50,Partner,3,Adult,41,0
Graduated,55357.0,2,0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,0,2,38,Partner,4,Adult,727,2
Graduated,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,2,57,Partner,4,Adult,40,1
Graduated,85710.0,0,0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,0,0,34,Partner,2,Adult,1062,0
Graduated,23228.0,1,0,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,0,1,54,Partner,3,Adult,40,0
Post Graduated,44602.0,1,1,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,0,2,54,Partner,4,Adult,292,1
Graduated,7500.0,0,0,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,0,0,36,Partner,2,Adult,15,2
Graduated,38683.0,1,0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,0,1,34,Partner,3,Adult,341,3
Graduated,49514.0,1,0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,0,1,48,Not Partner,2,Adult,369,0
Post Graduated,57906.0,0,1,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0,1,50,Partner,3,Adult,401,2
Post Graduated,43456.0,0,1,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,0,1,57,Not Partner,2,Adult,393,0
Post Graduated,19485.0,2,0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,2,37,Not Partner,3,Adult,10,0
Graduated,53172.0,0,1,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,1,45,Partner,3,Adult,486,0
Graduated,30545.0,1,0,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,0,1,44,Partner,3,Adult,69,0
Post Graduated,70123.0,0,0,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,0,0,40,Partner,2,Adult,1727,0
Graduated,62450.0,0,1,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,0,1,64,Not Partner,2,Elderly,995,2
Graduated,21675.0,1,0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,1,47,Partner,3,Adult,45,2
Graduated,42395.0,1,1,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,0,2,42,Not Partner,3,Adult,182,3
Post Graduated,61346.0,1,0,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,0,1,45,Partner,3,Adult,989,3
Graduated,80812.0,0,0,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,0,0,0,70,Partner,2,Elderly,1677,3
Post Graduated,42835.0,1,1,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,0,2,52,Not Partner,3,Adult,595,2
Graduated,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,1,40,Partner,3,Adult,156,0
Post Graduated,86424.0,0,0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,0,0,67,Not Partner,1,Elderly,1226,3
Graduated,17117.0,1,0,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,0,1,45,Partner,3,Adult,128,2
Graduated,24762.0,1,0,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,0,1,1,51,Not Partner,2,Adult,86,0
Graduated,35797.0,0,1,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,0,1,48,Partner,3,Adult,68,1
Graduated,36627.0,2,0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,2,48,Not Partner,3,Adult,16,1
Graduated,51111.0,1,1,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,0,2,42,Partner,4,Adult,55,1
Post Graduated,86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,0,51,Not Partner,1,Adult,2114,2
Post Graduated,82072.0,0,0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,0,0,53,Partner,2,Adult,2018,0
Post Graduated,46231.0,2,1,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,0,3,70,Not Partner,4,Elderly,263,0
Graduated,42243.0,1,1,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,0,2,64,Partner,4,Elderly,55,1
Graduated,51195.0,1,1,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,0,2,61,Partner,4,Elderly,564,0
Post Graduated,68092.0,0,0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,0,0,45,Not Partner,1,Adult,1281,2
Graduated,31814.0,1,0,73,35,3,20,4,1,20,2,2,0,3,9,1,0,0,0,0,0,0,1,50,Partner,3,Adult,83,0
Post Graduated,51390.0,1,1,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0,2,58,Not Partner,3,Adult,353,3
Graduated,76630.0,0,0,93,255,31,446,40,56,175,1,3,10,11,1,0,0,0,0,0,0,0,0,40,Partner,2,Adult,1003,2
Not Graduated,26868.0,1,0,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,0,1,32,Not Partner,2,Adult,14,2
Post Graduated,48948.0,0,0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,1,0,80,Not Partner,1,Elderly,902,0
Post Graduated,55260.0,0,1,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,0,1,51,Not Partner,2,Adult,1139,0
Graduated,64090.0,0,1,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,0,1,1,67,Partner,3,Elderly,797,0
Graduated,78331.0,0,1,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0,0,1,65,Not Partner,2,Elderly,1638,2
Post Graduated,37087.0,1,0,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,0,1,49,Partner,3,Adult,401,2
Graduated,21846.0,1,0,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,0,1,37,Not Partner,2,Adult,84,1
Graduated,81320.0,0,0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,0,0,65,Partner,2,Elderly,928,0
Graduated,54137.0,0,1,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,0,1,53,Not Partner,2,Adult,203,2
Graduated,66825.0,0,0,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,0,0,56,Partner,2,Adult,858,1
Graduated,57100.0,0,0,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,0,0,50,Partner,2,Adult,409,1
Graduated,58917.0,1,2,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,0,3,54,Partner,5,Adult,282,2
Graduated,85072.0,0,0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0,0,0,46,Not Partner,1,Adult,1423,1
Graduated,86429.0,0,0,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,0,1,0,62,Not Partner,1,Elderly,1449,2
Graduated,45684.0,1,0,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,0,1,52,Not Partner,2,Adult,28,3
Graduated,47889.0,1,0,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,0,0,1,49,Partner,3,Adult,67,2
Post Graduated,45921.0,0,0,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0,0,37,Partner,2,Adult,199,0
Post Graduated,78420.0,0,0,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,0,0,57,Not Partner,1,Adult,1453,3
Graduated,75114.0,0,0,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,0,0,31,Partner,2,Adult,1253,2
Post Graduated,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,1,1,60,Not Partner,2,Adult,1198,0
Post Graduated,35641.0,1,0,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,0,1,1,51,Partner,3,Adult,178,2
Graduated,95529.0,0,0,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,0,1,0,29,Not Partner,1,Young,1990,2
Graduated,62820.0,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,0,69,Partner,2,Elderly,976,2
Post Graduated,73113.0,0,0,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,0,0,0,63,Partner,2,Elderly,1001,1
Post Graduated,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,0,41,Partner,2,Adult,1919,2
Graduated,42607.0,0,1,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,0,1,69,Not Partner,2,Elderly,350,0
Post Graduated,74637.0,0,0,73,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,0,0,0,69,Not Partner,1,Elderly,1650,1
Post Graduated,46015.0,1,1,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,2,68,Partner,4,Elderly,46,0
Graduated,72354.0,0,0,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,0,0,30,Not Partner,1,Young,1228,2
Post Graduated,39858.0,1,0,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,0,1,1,54,Not Partner,2,Adult,95,0
Post Graduated,34469.0,1,1,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,0,2,75,Partner,4,Elderly,62,2
Graduated,83033.0,1,0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,0,1,37,Partner,3,Adult,1761,1
Post Graduated,24401.0,0,0,98,73,28,217,10,24,115,3,6,1,6,8,0,0,0,0,0,0,0,0,44,Partner,2,Adult,467,1
Graduated,77583.0,0,0,93,372,23,384,250,12,108,1,4,5,9,2,0,0,0,1,0,0,0,0,45,Partner,2,Adult,1149,1
Graduated,74116.0,0,0,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,0,0,41,Not Partner,1,Adult,2052,1
Graduated,74293.0,0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,0,30,Not Partner,1,Young,1127,1
Post Graduated,68397.0,0,1,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,0,1,47,Partner,3,Adult,1416,2
Post Graduated,79632.0,0,0,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,0,0,49,Partner,2,Adult,1113,2
Graduated,46107.0,1,0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,0,1,34,Not Partner,2,Adult,125,0
Post Graduated,64950.0,0,1,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,0,1,72,Not Partner,2,Elderly,966,1
Not Graduated,25443.0,1,0,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,0,1,34,Partner,3,Adult,32,1
Graduated,75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,0,71,Not Partner,1,Elderly,833,0
Post Graduated,32892.0,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,1,52,Partner,3,Adult,46,0
Graduated,71796.0,0,0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0,0,52,Partner,2,Adult,960,1
Post Graduated,67536.0,0,1,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,0,0,1,53,Partner,3,Adult,1829,0
Graduated,55239.0,0,1,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,0,1,52,Not Partner,2,Adult,779,3
Post Graduated,60554.0,1,0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,0,1,48,Not Partner,2,Adult,811,0
Graduated,64831.0,1,1,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,0,2,71,Not Partner,3,Elderly,1120,0
Post Graduated,56067.0,0,1,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0,1,61,Partner,3,Elderly,725,3
Graduated,82025.0,0,0,76,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,0,1,0,40,Not Partner,1,Adult,1187,3
Graduated,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,0,70,Partner,2,Elderly,2302,1
Not Graduated,14906.0,0,0,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,0,0,37,Not Partner,1,Adult,66,1
Post Graduated,51563.0,0,0,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,0,0,36,Partner,2,Adult,1250,0
